,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
399,U6eg7zI-0TosgVvmrOtlZg,Applebee's Grill + Bar,2651 N 75th Ave,Phoenix,AZ,85035.0,33.478183,-112.220155,2.0,89,1,"{'GoodForKids': 'True', 'WiFi': ""'free'"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'DriveThru': 'False', 'RestaurantsReservations': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HappyHour': 'True', 'RestaurantsTakeOut': 'True', 'GoodForDancing': 'False', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""'full_bar'""}","Restaurants, American (Traditional), Chicken Wings, Sports Bars, Burgers, Nightlife, Steakhouses, Bars","{'Monday': '11:0-1:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-1:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-0:0'}"
400,vhKUBKcOm8zOLxeS3XM9iA,Rosati's Pizza,"4010 E Bell Rd, Ste 101",Phoenix,AZ,85032.0,33.6418665,-111.99551869999999,3.0,75,1,"{'Alcohol': ""u'beer_and_wine'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""'average'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'Caters': 'True', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True'}","Restaurants, Pizza","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
401,3rWRNL9sFX4YiWPqaUvUzw,Hard Rock Cafe,3 S. 2nd Street,Phoenix,AZ,85004.0,33.4468850573,-112.0710758865,3.0,213,1,"{'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BusinessAcceptsCreditCards': 'True', 'Corkage': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'BYOBCorkage': ""'yes_free'"", 'DriveThru': 'False', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'touristy': True, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsAttire': ""u'casual'"", 'Smoking': ""u'no'"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'NoiseLevel': ""'average'"", 'Caters': 'False', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'True'}","Music Venues, Burgers, American (New), Nightlife, Arts & Entertainment, Restaurants, American (Traditional)","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-23:0'}"
403,h-bBnFFTZ2cNiuBMFu2UaQ,Tommy's Place,2827 E Bell Rd,Phoenix,AZ,85032.0,33.6402141,-112.02102450000001,4.5,334,1,"{'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'HasTV': 'True', 'WiFi': ""'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'full_bar'"", 'Caters': 'True'}","Sandwiches, Pizza, Restaurants, Italian","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:45', 'Saturday': '11:0-23:45', 'Sunday': '11:0-22:0'}"
404,LelAlfuj5oVRF9CQdWLsNQ,The Henry,4455 E Camelback Rd,Phoenix,AZ,85018.0,33.5088410019,-111.9843046877,4.0,1176,1,"{'Caters': 'False', 'HasTV': 'True', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': True}"", 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'RestaurantsTableService': 'True', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True'}","Salad, Venues & Event Spaces, Event Planning & Services, American (New), Breakfast & Brunch, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '8:0-23:0', 'Sunday': '8:0-21:0'}"
405,Il21_URvlkQ89uUeGPGmaw,Burger King,2755 W Peoria Ave,Phoenix,AZ,85029.0,33.581483,-112.12071270000001,1.5,16,1,"{'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""'none'"", 'Caters': 'False', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BikeParking': 'True'}","Fast Food, Restaurants, Burgers",
406,9nlQLMA8W08dFAkXFSQOyA,The Habit Burger Grill,530 W McDowell Rd,Phoenix,AZ,85003.0,33.465991273600004,-112.0816451311,4.0,177,1,"{'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'True', 'DriveThru': 'False', 'HasTV': 'False'}","Restaurants, Burgers, Sandwiches","{'Monday': '0:0-0:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '10:30-22:0'}"
407,Wsb_rH2xNmMOdmzyb7eB7w,Crazy Jim's,"305 W Washington St, Ste 104",Phoenix,AZ,85003.0,33.4481291,-112.07787579999999,3.5,87,1,"{'Alcohol': ""u'none'"", 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsReservations': 'True', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': True, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Breakfast & Brunch, Mediterranean, Pizza, Restaurants, Caterers, Event Planning & Services, Greek","{'Monday': '0:0-0:0', 'Tuesday': '6:30-14:30', 'Wednesday': '6:30-14:30', 'Thursday': '6:30-14:30', 'Friday': '6:30-14:30'}"
409,qdUCIK49pCS7BfDEClpdhQ,McDonald's,2225 W Deer Valley Rd,Phoenix,AZ,85027.0,33.683391,-112.1082369,2.0,30,1,"{'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'NoiseLevel': ""'average'"", 'RestaurantsTableService': 'False', 'GoodForKids': 'True', 'HasTV': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'DriveThru': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""'free'"", 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False'}","Coffee & Tea, Fast Food, Burgers, Food, Restaurants","{'Monday': '4:0-0:0', 'Tuesday': '4:0-0:0', 'Wednesday': '4:0-0:0', 'Thursday': '4:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '4:0-0:0'}"
410,lRL7x-HMBscWyELxEVq85w,Caveman Burgers,"430 E Bell Rd, Ste 103",Phoenix,AZ,85022.0,33.641181599999996,-112.0681534,4.0,372,1,"{'WheelchairAccessible': 'True', 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'GoodForKids': 'True', 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'RestaurantsDelivery': 'True', 'NoiseLevel': ""'average'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTableService': 'False', 'DogsAllowed': 'False', 'OutdoorSeating': 'True', 'Alcohol': ""'beer_and_wine'"", 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsBitcoin': 'False', 'DriveThru': 'False'}","Restaurants, Burgers","{'Monday': '11:0-16:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
412,w9gi2HA5a7asCwEF65GEWA,Smashburger,2415 E Baseline Rd,Phoenix,AZ,85042.0,33.3772505,-112.0298918,3.0,71,1,"{'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'HasTV': 'False', 'RestaurantsAttire': ""u'casual'"", 'DriveThru': 'False', 'Caters': 'False', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True'}","Restaurants, Sandwiches, American (Traditional), Burgers","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-22:0'}"
414,vUl0QJNtI-Q70eUsQEKlbg,Little Caesars Pizza,"3555 W. Van Buren #109, Ste 109",Phoenix,AZ,85009.0,33.4508358,-112.13645459999998,2.0,4,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'loud'"", 'Caters': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'no'"", 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'HasTV': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'False', 'GoodForKids': 'True'}","Restaurants, Pizza, Fast Food","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '10:30-22:0'}"
415,pHd7QUYFmIt4E4irprwbuw,MAD Greens - Phoenix,"1515 N 7th Ave, Ste 100",Phoenix,AZ,85007.0,33.4653221791,-112.08234698790001,3.5,132,1,"{'WiFi': ""'no'"", 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'HasTV': 'False', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'False', 'OutdoorSeating': 'True', 'Alcohol': ""'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'True'}","Wraps, Restaurants, Salad, Sandwiches, Vegetarian, Juice Bars & Smoothies, Food","{'Monday': '10:30-16:0', 'Tuesday': '10:30-20:30', 'Wednesday': '10:30-20:30', 'Thursday': '10:30-20:30', 'Friday': '10:30-20:30', 'Saturday': '10:30-20:30', 'Sunday': '10:30-16:0'}"
416,2zBCxn7_jHcfxoSjBdHJ3A,Breadcrafters Bakery & Cafe,12635 N Tatum Blvd,Phoenix,AZ,85032.0,33.6009221527,-111.9786944841,4.0,223,1,"{'HasTV': 'True', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}""}","Event Planning & Services, Bakeries, Delis, Food, Salad, Breakfast & Brunch, Restaurants, Caterers, Sandwiches, Desserts","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '7:0-17:0', 'Sunday': '9:0-16:0'}"
417,H45fQ69_8DpWz-yB9oPhhw,Peter Piper Pizza,3945 E Thomas Rd,Phoenix,AZ,85018.0,33.479890000000005,-111.9961148,2.5,26,1,"{'RestaurantsReservations': 'False', 'BikeParking': 'True', 'RestaurantsTableService': 'False', 'Alcohol': ""u'beer_and_wine'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True'}","Restaurants, Buffets, Pizza, Chicken Wings","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '11:0-22:0'}"
419,tT5kEAq2DFTKqc6mJ9ptCg,Gyro House 32,12308 N 32nd St,Phoenix,AZ,85032.0,33.598378499999995,-112.0136419,4.5,45,1,"{'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""'quiet'"", 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'False', 'HasTV': 'False', 'Alcohol': ""u'none'"", 'WheelchairAccessible': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'BikeParking': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'OutdoorSeating': 'False'}","Salad, Mediterranean, Middle Eastern, Vegetarian, Greek, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:30', 'Wednesday': '11:0-18:30', 'Thursday': '11:0-20:30', 'Friday': '11:0-20:45', 'Saturday': '13:0-20:30'}"
421,evJGY4DnDAWP6pJownLY9w,Cici's Pizza,1818 W Montebello Ave,Phoenix,AZ,85015.0,33.520277345100006,-112.09859944940001,3.0,5,1,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'WiFi': ""'free'""}","Restaurants, Pizza","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
422,a8OWfQTA1TqoMEu8Qk9owA,Sardella's Pizza & Wings,3143 E Greenway Rd,Phoenix,AZ,85032.0,33.6246814,-112.01445120000001,3.5,65,1,"{'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'WiFi': ""u'no'"", 'WheelchairAccessible': 'True'}","Pizza, Chicken Wings, Italian, Restaurants, Food Delivery Services, Food","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
423,HSoKTWnsu7f3yvywWvBQ4w,Classic Crust Pizza,"2150 E Cactus Rd, Ste 130",Phoenix,AZ,85022.0,33.5974734,-112.03528840000001,4.0,148,1,"{'RestaurantsPriceRange2': '1', 'NoiseLevel': ""'average'"", 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'True', 'WiFi': ""'free'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'beer_and_wine'"", 'GoodForKids': 'True', 'BusinessAcceptsBitcoin': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True'}","Restaurants, Pizza, Sandwiches, Chicken Wings, Italian","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '12:0-18:0'}"
426,ZCC2rUvs2ydCzR6MjwnOQg,Smashburger,"3121 W Peoria Ave, Ste 108",Phoenix,AZ,85029.0,33.581511799999994,-112.12665890000001,3.5,78,1,"{'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'Caters': 'True', 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'False', 'WiFi': ""'free'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'Alcohol': ""'none'"", 'DriveThru': 'False', 'OutdoorSeating': 'True'}","Restaurants, Burgers","{'Monday': '10:30-21:30', 'Tuesday': '10:30-21:30', 'Wednesday': '10:30-21:30', 'Thursday': '10:30-21:30', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-21:30'}"
